City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,yorkton,51.2167,-102.4677,10.91,76,20,3.6,CA,1697680019
291,guanica,17.9716,-66.908,27.25,66,4,3.1,PR,1697680299
292,lubang,13.8584,120.124,28.46,77,99,7.92,PH,1697680299
293,kuta,-8.7233,115.1723,28.97,74,20,6.71,ID,1697680300
294,mana,5.6592,-53.7767,26.7,83,100,4.57,GF,1697680300
295,tazovsky,67.4667,78.7,4.03,96,100,4.7,RU,1697680300
296,prado,-17.3411,-39.2208,23.94,78,9,3.87,BR,1697680300
297,pedernales,18.0384,-71.744,28.26,72,12,1.27,DO,1697680300
298,klaksvik,62.2266,-6.589,9.51,90,77,14.17,FO,1697680300
299,puerto baquerizo moreno,-0.9,-89.6,23.7,88,100,4.23,EC,1697680300
300,mirpur sakro,24.5474,67.6277,26.55,52,0,3.12,PK,1697680300
301,villa elisa,-25.3667,-57.6167,27.8,58,0,2.57,PY,1697680300
302,shahabad,27.65,79.95,20.61,59,0,2.01,IN,1697680300
303,tambopata,-12.7333,-69.1833,28.65,52,94,0.55,PE,1697680301
304,taoudenni,22.6783,-3.9836,30.65,14,51,2.37,ML,1697680301
305,enewetak,11.3474,162.3373,28.93,76,85,8.81,MH,1697680301
306,birjand,32.8663,59.2211,9.26,43,0,2.06,IR,1697680301
307,slavgorod,52.9978,78.6449,7.69,53,38,3.46,RU,1697680301
308,antsiranana,-12.2787,49.2917,23.96,88,59,5.43,MG,1697680301
309,keflavik,64.0049,-22.5624,10.24,81,100,18.01,IS,1697680301
310,karratha,-20.7377,116.8463,35.89,15,0,2.82,AU,1697680301
311,sepang,-8.3089,114.9171,29.31,52,43,0.31,ID,1697680301
312,kone,-21.0595,164.8658,25.34,48,51,4.11,NC,1697680302
313,chicoana,-25.1009,-65.5331,17.03,78,96,2.02,AR,1697680034
314,nantucket,41.2835,-70.0995,16.03,88,44,3.47,US,1697680302
315,bamboo flat,11.7,92.7167,27.05,83,75,0.51,IN,1697680302
316,oriximina,-1.7656,-55.8661,25.27,80,47,0.73,BR,1697680302
317,berdigestyakh,62.0989,126.6992,-4.84,89,100,3.58,RU,1697680302
318,siwa oasis,29.2041,25.5195,22.39,37,1,2.22,EG,1697680302
319,kaa-khem,51.6833,94.7333,4.11,59,0,1.42,RU,1697680302
320,east chicago,41.6392,-87.4548,17.23,60,0,5.66,US,1697680302
321,akureyri,65.6835,-18.0878,8.96,61,20,7.72,IS,1697680302
322,lanivtsi,49.8633,26.0908,3.12,78,12,2.44,UA,1697680302
323,cordeiro,-22.0286,-42.3608,20.16,89,97,1.34,BR,1697680303
324,kenai,60.5544,-151.2583,9.05,71,0,2.06,US,1697680303
325,chadan,51.2833,91.5833,5.46,63,0,0.09,RU,1697680303
326,aasiaat,68.7098,-52.8699,-14.16,84,89,1.1,GL,1697680303
327,valparaiso,-33.0393,-71.6273,12.8,66,0,1.54,CL,1697680030
328,tabou,4.423,-7.3528,24.95,91,94,2.2,CI,1697680303
329,brookings,44.3114,-96.7984,11.21,85,100,1.34,US,1697680011
330,madalena,41.2162,-8.3345,17.48,93,100,5.96,PT,1697680303
331,northam,51.0333,-4.2167,17.59,98,56,5.59,GB,1697680304
332,doctor alberto oviedo mota,32.2275,-115.1697,33.89,12,0,2.46,MX,1697680304
333,shitanjing,39.2342,106.3439,7.92,58,100,3.8,CN,1697680304
334,pierre,44.3683,-100.351,13.51,77,75,6.69,US,1697680304
335,kapuskasing,49.4169,-82.4331,9.05,81,100,2.06,CA,1697680304
336,fort saskatchewan,53.7168,-113.2187,17.43,65,75,7.72,CA,1697680304
337,atamyrat,37.8357,65.2106,16.34,52,0,2.91,TM,1697680304
338,ghat,24.9647,10.1728,26.43,20,23,3.64,LY,1697680304
339,xai-xai,-25.0519,33.6442,21.04,88,76,3.67,MZ,1697680305
340,adjumani,3.3779,31.7909,18.92,98,100,0.6,UG,1697680305
341,arraial do cabo,-22.9661,-42.0278,21.98,83,100,4.63,BR,1697680305
342,velyka oleksandrivka,47.3197,33.3037,7.38,75,62,4.68,UA,1697680305
343,tindouf,27.6711,-8.1474,24.25,22,0,3.6,DZ,1697680305
344,bubaque,11.2833,-15.8333,28.07,77,89,3.32,GW,1697680305
345,gaiman,-43.2897,-65.4929,22.65,16,100,12.62,AR,1697680305
346,el aouinet,35.8669,7.8867,19.21,31,25,2.1,DZ,1697680305
347,xichang,27.8964,102.2634,17.9,73,3,0.78,CN,1697680305
348,new albany,38.2856,-85.8241,16.05,75,75,3.09,US,1697680305
349,igarka,67.4667,86.5833,4.7,98,100,6.78,RU,1697680306
350,clarence town,-32.5833,151.7833,23.23,34,1,3.06,AU,1697680306
351,marshfield,44.6689,-90.1718,12.95,76,100,3.09,US,1697680306
352,pudozh,61.8099,36.5345,4.41,72,100,5.81,RU,1697680306
353,nema,57.5067,50.5011,1.01,92,77,4.71,RU,1697680306
354,smithers,54.7804,-127.1743,13.18,58,40,3.6,CA,1697680306
355,laguna,38.421,-121.4238,28.98,45,0,1.54,US,1697680285
356,kuhmo,64.1333,29.5167,-1.06,90,99,3.57,FI,1697680306
357,isangel,-19.55,169.2667,25.06,88,75,3.09,VU,1697680306
358,magadan,59.5667,150.8,-0.26,75,26,4.92,RU,1697680306
359,eket,4.6412,7.9209,25.33,89,100,2.24,NG,1697680307
360,mountain top,40.1068,-75.9527,9.97,89,0,2.06,US,1697680093
361,val-d'or,48.1002,-77.7828,8.05,93,75,3.09,CA,1697680307
362,oamaru,-45.0784,170.9801,15.8,68,59,5.1,NZ,1697680307
363,santa terezinha,-29.9002,-50.0904,16.55,78,77,3.55,BR,1697680307
364,weno,7.4515,151.8468,30.97,74,40,3.09,FM,1697680307
365,sokoni,-6.4333,39.55,26.05,75,100,3.3,TZ,1697680307
366,khlong luang,14.0647,100.6458,29.43,89,20,2.57,TH,1697680307
367,moroto,2.5345,34.6666,19.6,85,100,1.56,UG,1697680308
368,hasaki,35.7333,140.8333,25.16,59,86,7.57,JP,1697680308
369,constitucion,-35.3333,-72.4167,9.95,84,0,3.52,CL,1697680048
370,slyudyanka,51.6594,103.7061,5.34,80,95,0.57,RU,1697680308
371,novyy turtkul',41.55,61.0167,5.95,36,100,3.78,UZ,1697680288
372,dalandzadgad,43.5708,104.425,7.68,19,6,1.09,MN,1697680308
373,zhangjiajie,29.1294,110.4783,22.31,64,48,2.64,CN,1697680308
374,murzuq,25.9155,13.9184,22.32,23,3,3.4,LY,1697680308
375,westport,41.1415,-73.3579,15.04,83,75,3.6,US,1697680308
376,kamuli,0.9472,33.1197,18.34,97,100,0.59,UG,1697680309
377,nola,40.922,14.5329,22.74,97,80,1.44,IT,1697680309
378,bandarbeyla,9.4942,50.8122,26.8,78,14,1.56,SO,1697680309
379,namsos,64.4662,11.4957,-0.97,80,4,6.17,NO,1697680309
380,steinbach,50.1667,8.5667,12.24,97,100,1.54,DE,1697680309
381,ayr,55.4627,-4.6339,12.4,76,100,8.75,GB,1697680309
382,georgetown,5.4112,100.3354,28.96,87,20,3.09,MY,1697680309
383,nouadhibou,20.931,-17.0347,22.99,88,0,5.66,MR,1697680309
384,taltal,-25.4,-70.4833,17.88,66,1,2.22,CL,1697680309
385,bannockburn,56.0898,-3.9109,12.33,82,100,4.02,GB,1697680309
386,kruisfontein,-34.0033,24.7314,13.81,94,27,1.41,ZA,1697680310
387,safi,32.1667,-8.8333,17.21,87,91,1.84,MA,1697680310
388,norilsk,69.3535,88.2027,4.68,99,100,4.14,RU,1697680310
389,acapulco de juarez,16.8634,-99.8901,24.39,91,100,3.41,MX,1697680138
390,maragogi,-9.0122,-35.2225,23.74,81,47,3.48,BR,1697680310
391,birobidzhan,48.8,132.95,7.12,55,98,5.21,RU,1697680310
392,kristiansund,63.1115,7.732,4.36,52,0,3.6,NO,1697680310
393,dunedin,-45.8742,170.5036,20.04,43,96,1.74,NZ,1697680105
394,twon-brass,4.3151,6.2418,27.04,83,100,4.31,NG,1697680310
395,broshniv-osada,48.9962,24.1975,2.34,62,92,2.07,UA,1697680310
396,zaragoza,41.6561,-0.8773,21.68,48,40,3.09,ES,1697680259
397,druzhkivka,48.6301,37.5526,3.16,63,1,3.47,UA,1697680311
398,bathsheba,13.2167,-59.5167,28.34,78,20,5.14,BB,1697680311
399,buritis,-15.6178,-46.4233,27.7,34,26,0.1,BR,1697680311
400,pandan,14.0453,124.1694,29.0,75,99,3.09,PH,1697680311
401,muromtsevo,56.3724,75.2418,6.98,76,100,4.01,RU,1697680311
402,inongo,-1.95,18.2667,22.15,97,100,1.54,CD,1697680311
403,papao,-17.75,-149.55,26.82,75,95,7.9,PF,1697680311
404,uturoa,-16.7333,-151.4333,26.37,78,76,4.33,PF,1697680311
405,heniches'k,46.1759,34.8034,9.18,62,0,2.02,UA,1697680311
406,tual,-5.6667,132.75,26.74,82,20,6.1,ID,1697680312
407,tura,25.5198,90.2201,23.37,77,0,0.52,IN,1697680312
408,ulsteinvik,62.3432,5.8487,4.31,77,0,3.13,NO,1697680312
409,luwuk,-0.9516,122.7875,30.48,63,93,2.6,ID,1697680312
410,conceicao da barra,-18.5933,-39.7322,24.13,77,60,2.09,BR,1697680312
411,patacamaya,-17.2333,-67.9167,7.5,76,13,2.23,BO,1697680312
412,pico truncado,-46.7949,-67.9573,18.02,15,58,12.04,AR,1697680312
413,oranjemund,-28.55,16.4333,16.2,87,0,1.7,NA,1697680312
414,teotitlan,18.1319,-97.0767,18.32,92,81,1.71,MX,1697680106
415,medina,24.4686,39.6142,26.24,21,0,1.54,SA,1697680312
416,harstad,68.799,16.5293,-0.11,92,24,3.58,NO,1697680312
417,zhezqazghan,47.7833,67.7667,2.32,80,0,4.0,KZ,1697680313
418,christchurch,-43.5333,172.6333,21.41,64,31,5.14,NZ,1697680195
419,wuhai,39.6647,106.8122,10.49,51,100,3.32,CN,1697680313
420,kuraymah,18.55,31.85,24.92,19,13,4.57,SD,1697680313
421,coutras,45.0333,-0.1333,16.88,88,100,4.31,FR,1697680313
422,tanjung pandan,-2.75,107.65,26.75,81,100,1.81,ID,1697680313
423,tarauaca,-8.1614,-70.7656,25.89,70,45,1.41,BR,1697680313
424,besancon,47.2488,6.0182,15.66,95,95,1.89,FR,1697680313
425,enshi,30.3,109.4833,18.99,92,100,0.83,CN,1697680314
426,nahiyat al fuhud,30.9697,46.7228,24.95,40,83,4.4,IQ,1697680314
427,chibougamau,49.9168,-74.3659,6.79,76,100,3.09,CA,1697680314
428,lata,40.1629,-8.3327,18.37,95,99,3.18,PT,1697680314
429,malvan,16.0667,73.4667,27.0,84,9,2.27,IN,1697680314
430,yaren,-0.5472,166.916,27.45,76,100,7.15,NR,1697680314
431,sehwan,26.4279,67.863,26.25,51,1,1.5,PK,1697680314
432,charters towers,-20.1,146.2667,29.57,32,53,5.39,AU,1697680314
433,perieni,46.3,27.6167,5.37,84,10,1.16,RO,1697680314
434,huarmey,-10.0681,-78.1522,20.23,86,96,3.97,PE,1697680314
435,plover,44.4564,-89.544,13.31,64,75,1.54,US,1697680315
436,pokaran,26.9167,71.9167,25.43,51,59,2.37,IN,1697680315
437,taungdwingyi,20.0167,95.55,26.64,78,3,1.48,MM,1697680315
438,bel ombre,-4.6167,55.4167,26.91,83,40,5.14,SC,1697680315
439,namtsy,62.7161,129.6658,-3.87,78,100,5.54,RU,1697680315
440,morehead city,34.7229,-76.726,19.0,79,0,0.0,US,1697680315
441,vilyuysk,63.7553,121.6247,-7.78,87,77,4.02,RU,1697680315
442,ratnagiri,16.9833,73.3,26.18,75,7,2.06,IN,1697680315
443,port shepstone,-30.7414,30.455,18.5,79,52,4.48,ZA,1697680315
444,lodja,-3.4833,23.4333,20.23,99,100,0.63,CD,1697680316
445,ashkasham,36.6833,71.5333,-0.74,66,6,1.1,AF,1697680316
446,howrah,22.5892,88.3103,26.0,89,20,3.09,IN,1697680316
447,melekeok village,7.4957,134.6367,30.31,74,75,2.57,PW,1697680316
448,aurillac,44.9167,2.45,14.94,93,0,4.12,FR,1697680316
449,bismarck,46.8083,-100.7837,10.91,85,0,3.6,US,1697680179
450,grand baie,-20.0182,57.5802,24.26,78,98,0.89,MU,1697680316
451,cidreira,-30.1811,-50.2056,16.97,75,92,5.03,BR,1697680316
452,rongelap,11.1635,166.8941,27.94,77,90,7.24,MH,1697680316
453,ukmerge,55.25,24.75,3.41,82,100,1.6,LT,1697680316
454,hammerfest,70.6634,23.6821,0.25,80,75,3.6,NO,1697680317
455,udomlya,57.8794,34.9925,-0.43,92,99,2.04,RU,1697680317
456,leteri,24.05,77.4,21.77,69,0,2.49,IN,1697680317
457,howard springs,-12.497,131.047,33.95,24,4,1.72,AU,1697680317
458,mitsamiouli,-11.3847,43.2844,25.8,85,97,5.21,KM,1697680317
459,lethem,3.3803,-59.7968,26.1,80,98,2.92,GY,1697680317
460,jolo,6.05,121.0167,30.35,63,99,1.45,PH,1697680317
461,najran,17.4924,44.1277,20.36,32,6,0.4,SA,1697680317
462,chingirlau,51.095,54.0814,2.14,60,0,4.19,KZ,1697680317
463,kodinar,20.7903,70.7031,26.59,47,4,3.22,IN,1697680317
464,mahriz,31.5917,54.4318,15.2,26,66,1.43,IR,1697680318
465,ardabil,38.2498,48.2933,6.75,100,100,3.09,IR,1697680318
466,khorixas,-20.3667,14.9667,16.68,46,0,0.87,NA,1697680318
467,kumbo,6.2,10.6667,15.39,92,99,0.38,CM,1697680318
468,mattersburg,47.7333,16.4,9.46,89,77,2.34,AT,1697680318
469,miandrivazo,-19.5167,45.4667,24.75,75,60,1.08,MG,1697680318
470,kasongo-lunda,-6.4667,16.8167,21.62,98,100,0.41,CD,1697680318
471,santander,43.4647,-3.8044,22.39,55,0,6.69,ES,1697680109
472,zhosaly,45.4878,64.0781,9.78,68,84,4.73,KZ,1697680318
473,gurupi,-11.7292,-49.0686,28.74,22,3,0.34,BR,1697680318
474,undurkhaan,47.3194,110.6556,1.39,44,0,6.71,MN,1697680319
475,kashgar,39.4547,75.9797,11.56,35,20,3.0,CN,1697680319
476,kangding,30.0513,101.9603,10.96,79,75,1.31,CN,1697680319
477,shahzadpur,24.1667,89.6,26.36,71,0,2.2,BD,1697680319
478,margate,51.3813,1.3862,15.73,89,54,2.24,GB,1697680319
479,kralendijk,12.15,-68.2667,28.99,79,20,5.66,BQ,1697680319
480,misratah,32.3754,15.0925,25.72,38,7,4.46,LY,1697680319
481,banda aceh,5.5577,95.3222,26.86,79,100,0.65,ID,1697680319
482,mthatha,-31.5889,28.7844,12.2,91,78,0.96,ZA,1697680319
483,bemidji,47.4736,-94.8803,11.14,99,100,0.0,US,1697680169
484,saint-girons,42.9167,1.1667,14.4,93,100,3.26,FR,1697680320
485,yakeshi,49.2833,120.7333,2.07,54,99,4.2,CN,1697680320
486,valdivia,-39.8142,-73.2459,12.05,98,60,0.74,CL,1697680320
487,copala,16.65,-98.9833,24.83,88,100,4.03,MX,1697680320
488,ende,-8.8432,121.6623,31.34,51,73,1.75,ID,1697680320
489,ussel,45.55,2.3167,15.49,96,100,1.19,FR,1697680320
490,greymouth,-42.4667,171.2,12.99,68,55,3.26,NZ,1697680320
491,san bartolo,19.1833,-100.05,12.57,99,100,1.41,MX,1697680320
492,kailua-kona,19.6406,-155.9956,29.17,78,20,4.63,US,1697680320
493,sitka,57.0531,-135.33,11.94,82,100,9.26,US,1697680320
494,tofol,5.3248,163.0078,28.17,75,100,4.9,FM,1697680321
495,kiruna,67.8557,20.2251,-7.49,86,100,1.03,SE,1697680321
496,antonina,-25.4286,-48.7119,17.82,91,100,0.5,BR,1697680321
497,la'ie,21.6477,-157.9253,31.66,65,77,1.34,US,1697680321
498,preobrazheniye,42.9019,133.9064,13.02,46,100,3.13,RU,1697680321
499,noumea,-22.2763,166.4572,26.99,57,0,4.27,NC,1697679962
500,qarazhal,48.0078,70.7903,6.95,59,77,1.79,KZ,1697680321
501,wusong,30.95,117.7833,24.08,59,2,2.41,CN,1697680321
502,cernavoda,44.3667,28.0167,7.8,81,86,2.74,RO,1697680321
503,morant bay,17.8815,-76.4093,29.79,83,100,3.18,JM,1697680321
504,elizabethtown,37.694,-85.8591,13.9,76,0,0.0,US,1697680322
505,ughelli,5.4899,6.0074,23.99,97,77,1.3,NG,1697680058
506,anadyr,64.75,177.4833,-5.72,67,0,7.0,RU,1697680322
507,wagar,16.1525,36.2032,28.19,63,99,3.35,SD,1697680322
508,lhokseumawe,5.1801,97.1507,25.56,82,100,1.52,ID,1697680322
509,khanty-mansiysk,61.0042,69.0019,1.06,69,0,4.02,RU,1697680322
510,beckley,37.7782,-81.1882,9.23,87,0,1.54,US,1697680322
511,loa janan,-0.583,117.095,30.54,66,60,1.09,ID,1697680322
512,chillicothe,39.3331,-82.9824,10.77,85,0,0.0,US,1697680223
513,ormara,25.2088,64.6357,25.45,79,0,3.61,PK,1697680322
514,mount pearl,47.5166,-52.7813,7.4,89,100,4.12,CA,1697680322
515,princesa isabel,-7.7367,-37.9933,20.16,67,8,3.01,BR,1697680323
516,crane,31.3974,-102.3501,23.6,29,0,6.65,US,1697680323
517,cascais,38.6979,-9.4215,21.39,96,84,10.73,PT,1697680323
518,alofi,-19.0595,-169.9187,26.94,50,40,8.75,NU,1697680323
519,colchani,-20.3,-66.9333,10.92,60,99,7.22,BO,1697680323
520,sanandaj,35.3144,46.9923,7.01,61,0,2.06,IR,1697680323
521,damghan,36.1683,54.348,14.93,51,37,0.71,IR,1697680323
522,kapa'a,22.0752,-159.319,30.99,65,0,4.63,US,1697680323
523,kadnikov,59.5022,40.338,-0.1,95,96,1.88,RU,1697680324
524,darwin,-12.4611,130.8418,33.99,38,0,2.57,AU,1697680324
525,kooringal,-35.1428,147.3771,26.25,27,0,1.32,AU,1697680324
526,kuacjok,8.3002,27.9903,23.54,84,92,0.88,SS,1697680324
527,mombetsu,44.3525,143.3525,17.01,72,75,1.03,JP,1697680324
528,alaghsas,17.0187,8.0168,27.04,18,42,3.53,NE,1697680324
529,puerto aysen,-45.4,-72.7,7.96,97,100,2.21,CL,1697680324
530,saint-jean-de-maurienne,45.1667,6.5833,3.97,95,100,3.19,FR,1697680324
531,port lincoln,-34.7333,135.8667,24.93,34,87,0.8,AU,1697680324
532,lastoursville,-0.8143,12.7287,22.1,99,100,1.24,GA,1697680325
533,kourou,5.1552,-52.6478,24.03,85,100,4.43,GF,1697680325
534,manado,1.487,124.8455,32.43,55,20,1.54,ID,1697680325
535,ocos,14.5094,-92.1933,27.45,70,17,2.07,GT,1697680325
536,nago,26.5881,127.9761,28.24,52,0,2.96,JP,1697680325
537,ponta delgada,37.7333,-25.6667,21.4,78,40,5.66,PT,1697680042
538,jianshui,23.6363,102.8264,22.03,75,60,0.56,CN,1697680325
539,pahrump,36.2083,-115.9839,26.08,22,0,0.45,US,1697680325
540,selfoss,63.9331,-20.9971,9.47,75,100,12.46,IS,1697680325
541,ampanihy,-24.7,44.75,20.19,87,99,2.39,MG,1697680325
542,yerofey pavlovich,53.9667,121.9667,2.54,33,4,4.65,RU,1697680326
543,gapyeong,37.831,127.5106,16.17,93,100,0.91,KR,1697680326
544,shenjiamen,29.9576,122.298,22.53,74,0,4.64,CN,1697680326
545,sao jose da coroa grande,-8.8978,-35.1478,24.0,81,46,3.59,BR,1697680326
546,kapit,2.0167,112.9333,23.29,99,100,0.49,MY,1697680326
547,tanquian de escobedo,21.6167,-98.6333,22.11,76,100,2.49,MX,1697680326
548,sao jose da tapera,-9.5583,-37.3811,21.07,84,42,2.72,BR,1697680326
549,afaahiti,-17.75,-149.2833,25.93,80,81,7.44,PF,1697680326
550,belem,-1.4558,-48.5044,25.02,88,0,2.57,BR,1697680060
551,hobart,-42.8794,147.3294,21.7,50,75,5.66,AU,1697680034
552,bucerias,20.75,-105.3333,25.82,88,100,1.25,MX,1697680326
553,tolanaro,-25.0319,46.9987,24.04,94,75,3.09,MG,1697680327
554,paita,-5.0892,-81.1144,20.49,83,31,6.87,PE,1697680327
555,ekibastuz,51.6667,75.3667,8.04,48,58,4.85,KZ,1697680327
556,mwanza,-2.5167,32.9,23.67,69,91,1.63,TZ,1697680327
557,tromso,69.6496,18.957,-2.99,100,40,1.03,NO,1697680082
558,acajutla,13.5928,-89.8275,26.59,73,19,2.31,SV,1697680327
559,usinsk,65.9939,57.5281,1.71,97,100,5.81,RU,1697680327
560,chikwawa,-16.0335,34.8009,22.51,89,22,0.97,MW,1697680327
561,puerto cabezas,14.0351,-83.3888,25.45,90,100,3.26,NI,1697680327
562,shihezi,44.3,86.0333,10.83,31,0,0.63,CN,1697680328
563,palmas,-10.2128,-48.3603,25.93,57,0,2.57,BR,1697680328
564,chandla,25.0833,80.2,23.74,65,0,0.6,IN,1697680328
565,tomatlan,19.9333,-105.25,23.66,97,100,1.36,MX,1697680328
566,las terrenas,19.311,-69.5428,26.38,86,27,3.61,DO,1697680328
567,touros,-5.1989,-35.4608,25.04,76,39,5.25,BR,1697680328
568,cloppenburg,52.85,8.0333,7.88,92,100,7.66,DE,1697680328
569,hirara,24.8,125.2833,28.15,57,40,3.6,JP,1697680328
570,changzhou,31.7833,119.9667,24.33,53,5,1.24,CN,1697680328
571,shubarkuduk,49.1447,56.4872,3.64,47,89,2.03,KZ,1697680329
572,sungai penuh,-2.0833,101.3833,25.17,62,80,0.41,ID,1697680329
573,juneau,58.3019,-134.4197,12.0,95,100,10.8,US,1697680235
574,pokhvistnevo,53.6524,52.1274,7.35,58,93,5.37,RU,1697680329
575,onega,63.9061,38.1404,4.3,78,84,6.71,RU,1697680329
576,dacice,49.0815,15.4373,6.77,74,74,5.17,CZ,1697680329
577,kalabo,-14.97,22.6814,21.83,28,3,2.92,ZM,1697680329
578,butembo,0.15,29.2833,14.08,95,100,0.91,CD,1697680329
579,tipasa,36.5897,2.4475,22.94,65,12,3.2,DZ,1697680329
580,nyagan,62.1406,65.3936,1.34,77,21,6.07,RU,1697680330
581,bikenibeu village,1.3673,173.1241,26.98,89,100,11.32,KI,1697680330
582,coyhaique,-45.5752,-72.0662,13.34,43,0,0.0,CL,1697680049
